"","name","position","drill","duration","playerload_min","jumps_min","explosive_efforts_min","accelerations_min","decelerations_min","change_of_directions_min","pl_z","jumps_z","explosive_z","accel_z","decel_z","cod_z","playerload_mino","jumps_mino","explosive_efforts_mino","accelerations_mino","decelerations_mino","change_of_directions_mino"
"263","Kate Moloney ","MID"," Throw In",31,62.61,42.68,49.43,55.71,34.21,40.56,0.169234282734743,0.560552515548535,0.742309401166941,1.14097077245059,0.259709004369883,0.426477294806867,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"264","Kate Moloney ","MID"," 2v2 Open Space",6,70.39,86.59,155.17,90.48,86.47,76.1,0.35582750764325,0.226330782977608,0.996345937485866,-0.0386476866835374,0.122087657501025,0.0798579352606652,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"265","Kate Moloney ","MID"," Mid Court to Goal (thin)",22,40.88,54.88,113.79,34.29,47.37,49.56,-1.01547202604708,-0.471503465454528,0.82441473261654,-1.30543161492786,-0.804982258678762,-0.877098006047192,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"266","Kate Moloney ","MID"," Passing Drill",11,70.93,100,164.37,107.14,54.14,79.98,-0.926518173294915,0.440162707663379,1.88720636229006,0.686455197348933,-1.66921649134855,-1.03108508885191,"NORMAL","NORMAL","HIGH","NORMAL","LOW","NORMAL"
"267","Kate Moloney ","MID"," MAS",17,127.01,0,3.45,20,0,4.94,-1.04264069002605,NA,1.00397278180863,0.0708720825311224,-0.595437033980388,-0.324868764236138,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"268","Kate Moloney ","MID"," Match Sim",42,83.63,102.44,88.51,87.14,75.94,85.8,-0.0389906803362274,1.0737717270529,0.774572566622053,0.18541579314912,-0.339596408297364,0.329647512065369,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"269","Kate Moloney ","MID"," Warm Up",8,50.18,112.2,20.69,75.24,15.79,19.58,-0.982751302368578,-0.0542396105406852,1.70570864037342,1.34113761023991,-0.933461625454283,0.585644544230075,"NORMAL","NORMAL","HIGH","NORMAL","NORMAL","NORMAL"
"270","Mwai Kumwenda ","FWD"," Long Line Passing",14,43.44,43.01,7.14,46.53,33.91,38.21,-1.06998949916271,0.869036283227345,-1.50883231177996,-0.753479541745362,0.373577792520734,-0.250655544911043,"NORMAL","NORMAL","LOW","NORMAL","NORMAL","NORMAL"
"271","Mwai Kumwenda ","FWD"," Zone",42,51.26,44.09,33.67,49.5,49.13,53.17,0.365288095674591,0.00131829110631011,-0.534086175359384,0.20304799994417,0.49719488268113,0.528193994142757,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"272","Mwai Kumwenda ","FWD"," Intercept",9,75.36,21.51,35.71,48.51,84.78,88.13,0.249987036349395,-0.804615575902374,-1.09002024804458,-1.44353886503338,0.391061888001909,0.6334028401544,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"273","Mwai Kumwenda ","FWD"," Circle Entry",17,45.56,64.52,38.78,45.54,44.35,54.96,0.250355638773194,0.132818665484787,-0.604791614948608,-0.160762089029177,0.0870012645177147,0.791814479568281,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"274","Mwai Kumwenda ","FWD"," Footwork Drill",17,73.51,97.85,34.69,68.32,103.48,96.91,0.678633650425344,0.048389499675872,-1.38808975041037,-0.195769742522932,1.55008514073182,2.00741505581558,"NORMAL","NORMAL","NORMAL","NORMAL","HIGH","HIGH"
"275","Mwai Kumwenda ","FWD"," Full Court Transition",19,51.66,46.24,20.41,36.14,44.35,48.46,-0.538676166544576,-0.0730650632477614,-0.830377107611215,-0.718306987876018,0.657105871324003,0.159463970151287,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"276","Mwai Kumwenda ","FWD"," Centre Pass",17,81.06,116.13,61.22,77.23,95.22,108.13,0.888221294401762,1.68476251118822,0.730712871451775,0.812406439496541,1.18798295235165,1.61791656472516,"NORMAL","HIGH","NORMAL","NORMAL","NORMAL","HIGH"
"277","Mwai Kumwenda ","FWD"," 2v1 Open Space",3,148.34,80.65,115.31,111.39,114.35,170.73,-0.248896370000283,0.213877543708143,-0.551980370491985,-0.460376761664678,-0.640838367242132,0.0823599316585128,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"278","Mwai Kumwenda ","FWD"," 2v2",8,42.38,12.9,24.49,41.09,40.87,53.82,-0.861669122450803,-1.03579644826209,-1.1327644379203,-0.839822307777473,-0.864773408250076,-0.677072371123023,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"279","Mwai Kumwenda ","FWD"," 2v2 Open Space",7,62.25,147.31,56.12,23.76,92.17,71.22,-0.286945910909305,1.63263168703306,-0.925323345045627,-1.14423665508172,0.316431275563881,-0.194286405266207,"NORMAL","HIGH","NORMAL","NORMAL","NORMAL","NORMAL"
"280","Mwai Kumwenda ","FWD"," Half Court Transitition",14,36.29,30.11,21.43,27.23,33.04,40.49,-1.10812267799658,-0.821967203717363,-0.986762591261415,-1.17767660349124,-1.1242729095048,-0.990173776180363,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"281","Mwai Kumwenda ","FWD"," Mid Court to Goal (thin)",22,50.86,77.42,55.1,42.08,80,65.85,-0.0772454418826121,0.840286879496518,-0.532742033984313,-0.91290774036304,0.82766486246625,0.319545755971967,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"282","Mwai Kumwenda ","FWD"," Conditioning",30,157.75,12.9,2.04,19.8,18.7,7.32,0.828817186862663,0.0542368465283506,-0.380463348914788,-0.165052570270566,1.72285899632459,-0.152937616992911,"NORMAL","NORMAL","NORMAL","NORMAL","HIGH","NORMAL"
"283","Mwai Kumwenda ","FWD"," Defensive Technique",23,53.38,88.17,27.55,37.13,66.52,66.67,1.32983878417512,0.651438960652816,-1.33271827864371,-0.103439834889439,1.58100447086651,1.77605219354233,"NORMAL","NORMAL","NORMAL","NORMAL","HIGH","HIGH"
"284","Mwai Kumwenda ","FWD"," End to End",8,64.77,179.57,32.65,54.95,117.39,94.8,-0.945282986849295,0.198873380576887,-1.21610464228676,-0.985546193536551,1.29662835589501,0.993848021466371,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"285","Mwai Kumwenda ","FWD"," Finisher",13,76.42,41.94,22.45,103.96,55.22,51.38,-0.129117546149565,-0.815961407330981,-0.929082756228789,-0.0642816669125196,-0.0780205926675269,-0.354697463917558,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"286","Mwai Kumwenda ","FWD"," Suicides",2,183.58,0,0,32.67,28.7,160.81,0.399382603550264,-0.277350098112615,-0.864723846147339,-1.06126887496667,-0.684597857321655,0.261091175504269,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"287","Mwai Kumwenda ","FWD"," Throw In",31,46.09,22.58,10.2,14.85,26.96,25.69,-1.21269554844828,-0.629795898208736,-1.48824899796768,-1.37401327149623,-0.359819562116107,-0.989327717370971,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
